audio_file	sentence	original_sentence	spanish_sentence	lid_tokens	split	speaker
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_582267.0-593357.0.wav	mati xa quemah porque yi quen... axan amo porque yalua oticualpanitztoyah nin hora o... nin hora o tla niquis ipapa yeh xa canin nen tematlantoc	mati xa kema porque yi kem , a xa amo porque yaljua u ti kualpanitstuya nin hora u, nin hora u tlanikis, y papa yej xa kanin nej tematlantok	nose, alomejor si porque la otra, a no creo porque ayer le estabamos viendo en esta horas, a estas horas salio, su papa alomejor en un lado ah de estar trabajando	mati//nhi xa//nhi quemah//nhi porque//spa yi//nhi quen...//nhi axan//nhi amo//nhi porque//spa yalua//nhi oticualpanitztoyah//nhi nin//nhi hora//spa o...//spa nin//nhi hora//spa o//spa tla//nhi niquis//nhi ipapa//mixed yeh//nhi xa//nhi canin//nhi nen//nhi tematlantoc//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_594462.0-600722.0.wav	ica yunta xa yeh milauac yi siyoui ica non yehuatl yi youi ica in couitl	ika yunta, xa yi milak yi siyuhui ikanun yejuatl yi yuhui ikan kuhuitl	con arado, alomejor deberas ya se cansa por eso el ya va por la leña	ica//nhi yunta//spa xa//nhi yeh//nhi milauac//nhi yi//nhi siyoui//nhi ica//nhi non//nhi yehuatl//nhi yi//nhi youi//nhi ica//nhi in//nhi couitl//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_607942.0-617642.0.wav	tehuan amo tlen tipiyah yi quemaniya ocatca tzocotzin onicnamacato ne iuan Roman den fierro uan nen plástico xa ome costal	tejuan amo tlen tipia, yikemania u katka tsokotsi u nik namakato ne ihuan Roman, den fierro huan nen plastico xa umi costal	nosotros no tenemos nada, la otra vez habia poquito lo fui a vender alla con roman, del fierro y el plastico alomejor dos costales	tehuan//nhi amo//nhi tlen//nhi tipiyah//nhi yi//nhi quemaniya//nhi ocatca//nhi tzocotzin//nhi onicnamacato//nhi ne//nhi iuan//nhi Roman//NE-Person den//mixed fierro//spa uan//nhi nen//nhi plástico//spa xa//nhi ome//nhi costal//spa	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_618122.0-620142.0.wav	apenas cincuenta pesos	apenas cincuenta pesos	apenas cincuenta pesos	apenas//spa cincuenta//spa pesos//spa	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_625447.0-626417.0.wav	veintiocho pesos	28 pesos	veintiocho pesos	veintiocho//spa pesos//spa	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_627094.0-641781.0.wav	quihtoa momaman yeh ocahcotemoto siqui quiltonilil quihtoa ompa oquitac nen milauac nen na... namochil quihtoa yi cuali ahora sí quen quen mota chiltzitzin mota yi cuali para nantiquisqueh mas quera macuil kilo	kijtuhua mu mama yej ukajku temuto siki kiltunili, kijtua umpa u kitak nen milak nen na nu mu chil kijtuhua yi kuali, ora si ken, ken muta chiltsitsi muta yi kuali para nak tikiske mas kera makuil kilo	dice tu mama que ella fue a buscar quelites, dice que ahi vio este deberas vio su planta de chile, dice que ya, ahora si como se ven los chilitos ya se ven para que corten aunque para  unos 5 kilos	quihtoa//nhi momaman//mixed yeh//nhi ocahcotemoto//nhi siqui//nhi quiltonilil//nhi quihtoa//nhi ompa//nhi oquitac//nhi nen//nhi milauac//nhi nen//nhi na...//nhi namochil//nhi quihtoa//nhi yi//nhi cuali//nhi ahora//spa sí//spa quen//nhi quen//nhi mota//nhi chiltzitzin//nhi mota//nhi yi//nhi cuali//nhi para//spa nantiquisqueh//nhi mas//spa quera//adapted-spanish-loan macuil//nhi kilo//spa	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_642939.0-652234.0.wav	quihtoa porque tlamo yeh como ica milauac quihtoa mox ica nin tonaltzin tons yi mota ya lleno yeh quihtoa ica nin tonaltzin yeh peua quemeh xini	kijtoa porque tlamo yej como ika milak kijtoa mux ika nin tonaltsi tos yi muta ya yi  yeno yej kijtuhua ika nin tonaltsin yej pehua keme xini	dice porque si no, como dice que deberas con el sol entonces se ve que ya estan llenos, ella dice que con este sol empeza como a regarse	quihtoa//nhi porque//spa tlamo//nhi yeh//nhi como//spa ica//nhi milauac//nhi quihtoa//nhi mox//nhi ica//nhi nin//nhi tonaltzin//nhi tons//spa yi//nhi mota//nhi ya//spa lleno//spa yeh//nhi quihtoa//nhi ica//nhi nin//nhi tonaltzin//nhi yeh//nhi peua//nhi quemeh//adapted-spanish-loan xini//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_653941.0-655232.0.wav	ica non oquihtohtoya mox	ikanun kijtojtuya mux	por eso decia que	ica//nhi non//nhi oquihtohtoya//nhi mox//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_667555.0-671219.0.wav	quihtoa ohcon quihtoa mox mitzcomentaruilisquia	kijto ujkon kijtua mux mits comentarjuiliskia	dice, asi dice que te iba a comentar	quihtoa//nhi ohcon//nhi quihtoa//nhi mox//nhi mitzcomentaruilisquia//mixed	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_672082.0-673191.0.wav	quihtoa para neneh	kijtua para nenej	dique que para  este	quihtoa//nhi para//spa neneh//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_674055.0-685656.0.wav	quihtoa xitiquini mas quihtoa porque nen oquitac ualtlaniuic quihtoa nepa titlah quihtoa amo yahtoc niquiluia pero yeh mox tiquihtoa ompa cachi quemeh cachi quipihpiya quihtoa amo oahcotlachiato san otlachix ualtlaniuic tlalpan campa nen	kijtuhua ixtikini mas, kijtua porque nen ikitak hualtlaniuik tua nepa titla kijtua amo yajtok nikiljuia pero yej mux ti kijtuhua umpa cachi keme cachi ki pijpia, kijtua amo ajktlachiato san u tlachix hualtlaniuik tlalpa campa nen	dice que cortaras uanque, dice que porque vio abajo, dice que alla donde hay piedra dice que no ah ido, le digo pero dices que ahi tiene mas, dice que no ah ido aver solo vio abajo dodede	quihtoa//nhi xitiquini//nhi mas//spa quihtoa//nhi porque//spa nen//nhi oquitac//nhi ualtlaniuic//nhi quihtoa//nhi nepa//nhi titlah//nhi quihtoa//nhi amo//nhi yahtoc//nhi niquiluia//nhi pero//spa yeh//nhi mox//nhi tiquihtoa//nhi ompa//nhi cachi//nhi quemeh//adapted-spanish-loan cachi//nhi quipihpiya//nhi quihtoa//nhi amo//nhi oahcotlachiato//nhi san//nhi otlachix//nhi ualtlaniuic//nhi tlalpan//nhi campa//nhi nen//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_686460.0-687684.0.wav	tlalcualcan	tlalkualkan	esta plano	tlalcualcan//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_688181.0-691981.0.wav	quihtoa mota cualtzin yi quipihpiya nen chiltzitzin	kijtua muta kualtsin yi ki pijpia nen chiltsitsi	dice que se ve que ya tiene bonito los chilitos	quihtoa//nhi mota//nhi cualtzin//nhi yi//nhi quipihpiya//nhi nen//nhi chiltzitzin//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_692038.0-701265.0.wav	quihtoa xa ipan den ahcocuilisqueh xa ipan nen quipiyas mas quesqui kilohtzin uan quihtoa uan cualtzin nen cualtzin ueueyi uan mota quipiya i... lleno tzocotzin	kijtua xa ipa den ajko kuiliske xa ipa nej kipias mas keski kilojtsi uan kijtuhua huan kualtsin nen kialtsin huejhueyi huan muta ipa ya lleno tsocotsi	dice que alomejor si le quitan alomejor va a tener unos cuantos kilos y dice que estan bien grandes y se ve que ya estan un poco llenos	quihtoa//nhi xa//nhi ipan//nhi den//mixed ahcocuilisqueh//nhi xa//nhi ipan//nhi nen//nhi quipiyas//nhi mas//spa quesqui//nhi kilohtzin//mixed uan//nhi quihtoa//nhi uan//nhi cualtzin//nhi nen//nhi cualtzin//nhi ueueyi//nhi uan//nhi mota//nhi quipiya//nhi i...//nhi lleno//spa tzocotzin//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_710948.0-721823.0.wav	xinis uan neh quihtoa Abraham mox de quemeh por ejemplo ohcon yi cuando yi cuali para motiquilis uan amo setiquilia yen planta mox chicaui	xinis huan nej, kijtuhua Abraham mux de keme por ejemplo ujkon yi cuando yi kuali para mu tikilis huan amo sek tikilia yen planta mux chikahui	se va a regar y dice abraham de que, por ejemplo asi ya cuando ya esta bien para que se le corte y no le cortamos la planta se madura	xinis//nhi uan//nhi neh//nhi quihtoa//nhi Abraham//NE-Person mox//nhi de//spa quemeh//adapted-spanish-loan por//spa ejemplo//spa ohcon//nhi yi//nhi cuando//spa yi//nhi cuali//nhi para//spa motiquilis//nhi uan//nhi amo//nhi setiquilia//nhi yen//nhi planta//spa mox//nhi chicaui//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_722905.0-726742.0.wav	quihtoa quihtoa lugar cachi xochiyouas cachi mopilos chili tons amo	kijtuhua, kijtuhua lugar kachi xuchiyuhuas cachi mu pilus chili tons amo	dice, dice que en lugar de que de mas flor para colgarse el chile, entonces no	quihtoa//nhi quihtoa//nhi lugar//spa cachi//nhi xochiyouas//nhi cachi//nhi mopilos//nhi chili//nhi tons//spa amo//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_729694.0-735948.0.wav	neh amo nicmati yeh como amo se viaje bueno amo sectoca amo nimati	ne amo nik mati yej como amo se viaje, bueno amo sek toka amo ni mati	yo no se, como en ningun viaje, bueno no eh sembrado pues no se	neh//nhi amo//nhi nicmati//nhi yeh//nhi como//spa amo//nhi se//nhi viaje//spa bueno//spa amo//nhi sectoca//nhi amo//nhi nimati//nhi	test	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_740156.0-747023.0.wav	yeh techtlaqueutoc nen Jazmin pero a ver a ver mox uili niyo porque ihcuac como tlacah oquihtoh in Federico mox techcohtiquiliqui	yej tech tlakeujtok nen Jazmin pero aver, aver mux huili niyu porque ijkuak como tlaka ukijton Federico mux tech kuhtikiliki	ya nos esta invitando a trabajr jazmin pero aver, aver si puedo ir porque es cuandno creo dijo federico que nos viene a cortar la leña	yeh//nhi techtlaqueutoc//nhi nen//nhi Jazmin//NE-Person pero//spa a//spa ver//spa a//spa ver//spa mox//nhi uili//nhi niyo//nhi porque//spa ihcuac//nhi como//spa tlacah//nhi oquihtoh//nhi in//nhi Federico//NE-Person mox//nhi techcohtiquiliqui//nhi	test	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_748765.0-752965.0.wav	yeh nen siqui auatl uan mas tzocotzin ocotl a ver	ye nen siki ahuatl, aun mas tsokotsin okotl aver	unos encino, y un poco de ocote, aver	yeh//nhi nen//nhi siqui//nhi auatl//nhi uan//nhi mas//spa tzocotzin//nhi ocotl//nhi a//spa ver//spa	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_763032.0-764923.0.wav	quemah san chiltiquilistl	kema, san chiltikilis	si,solo es cortar chile	quemah//nhi san//nhi chiltiquilistl//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_770194.0-777747.0.wav	niquiluia momaman oc niquitas a ver niquiluia yehuan quihtoah mox moyoleuas Federico niquiluia yen touatzin tocontlamacati	ni kiljuia mu mama uk ni kitas aver mux, nikiljuia yehuan kijtua mux mu yulehuas Federico nikiljuia yen tuhuatsi tu kun tlamakati	le digo a tu mama, que todavia voy a ver, le digo, ellos me dicen si apoco nos va a ayudar federico le digo pero usted le va a ir a dar de comer	niquiluia//nhi momaman//mixed oc//nhi niquitas//nhi a//spa ver//spa niquiluia//nhi yehuan//nhi quihtoah//nhi mox//nhi moyoleuas//nhi Federico//NE-Person niquiluia//nhi yen//nhi touatzin//nhi tocontlamacati//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_778544.0-783007.0.wav	Diego mas niccahcautinimi como ihcuac Tere amo clases mas maquita	diego ay mas nik kajka como ijkuak Tere amo claces mas makita	aunque deje a diego, como ese dia no va haber claces que lo vea tere	Diego//NE-Person mas//spa niccahcautinimi//nhi como//spa ihcuac//nhi Tere//NE-Person amo//nhi clases//spa mas//spa maquita//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_784447.0-785547.0.wav	ica non ne	ikanun nej	por eso este	ica//nhi non//nhi ne//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_787542.0-788806.0.wav	amo tlen san tlacaqui	amo tlen san tlakaki	nada, solo escucha	amo//nhi tlen//nhi san//nhi tlacaqui//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_792141.0-799148.0.wav	san tlacaqui ihcuac nen yen yen nicahteuas nican pero noyiuqui yen neneh a veces amo tlatlacamateh	sa tlakaki ijkuak nej yen , yen ni kajtehuas nikan pero nuyujki yen nenej aveces amo tlatlakamate	solo escucha, esa vez este, lo voy a dejar aca pero tambien este aveces no obedecen	san//nhi tlacaqui//nhi ihcuac//nhi nen//nhi yen//nhi yen//nhi nicahteuas//nhi nican//nhi pero//spa noyiuqui//nhi yen//nhi neneh//nhi a//spa veces//spa amo//nhi tlatlacamateh//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_802112.0-814151.0.wav	uan quihtoa neneh quihtoa pues yeh isqui nen cohtiquini ocsipa iuan ichcameh quihtoa mox yalua como nen xiquita Nestor yeh iuan oyah	uan kijtuhua nenej, kijtuhua pues yej iski nen kuhtikini oksipa ihuan y ichkame, kijtuhua mux yaljua como nen ixkita Nestor ye ihua uya	y dice este, dice pues van a estar los cortadores de leña y las borregas, dice que ayer como vez que fue con nestor	uan//nhi quihtoa//nhi neneh//nhi quihtoa//nhi pues//spa yeh//nhi isqui//nhi nen//nhi cohtiquini//nhi ocsipa//nhi iuan//nhi ichcameh//nhi quihtoa//nhi mox//nhi yalua//nhi como//spa nen//nhi xiquita//nhi Nestor//NE-Person yeh//nhi iuan//nhi oyah//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_814610.0-820228.0.wav	uan telpocameh oualahqueh yeh mox yoyaya ica in panal iuan nen tlen itoca telpocatl in cuñado	uan telpukame u hualajke yej mux yu yaya ikan panal ihuan nen tle ituka telpukatl in cuñado	y los niños de que vinieron, esque iban con el panal con este como se llama  el niño su cuñado	uan//nhi telpocameh//nhi oualahqueh//nhi yeh//nhi mox//nhi yoyaya//nhi ica//nhi in//nhi panal//spa iuan//nhi nen//nhi tlen//nhi itoca//nhi telpocatl//nhi in//nhi cuñado//spa	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_822062.0-826925.0.wav	mox yoyaya quihtoa momaman mox nican tlaniuic oualehcoya nican ichan abuelitos ic oualehcoh teichcameh	mux yu yaya kijtua mu mama mux nika tlaniuik u ualejkuya nikan ichan abuelitos ik hualejko te ichkame	esque ya se iban, dice tu mama que aqui abajo venian subiendo aqui en casa de sus abuelitos por dode sube las borregas	mox//nhi yoyaya//nhi quihtoa//nhi momaman//mixed mox//nhi nican//nhi tlaniuic//nhi oualehcoya//nhi nican//nhi ichan//nhi abuelitos//spa ic//nhi oualehcoh//nhi teichcameh//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_827461.0-840047.0.wav	quihtoa que aquin oquilueh monaltlachiya para ne ichan nen Evangelina mox ualnica campa nen campa ocatca ialuixon notlatzin Asuncion quihtoa ompa ohcon moyicanah no pues aquihqueh tlaca yeh mox yehuatl motelpocauan uan ne tlaniuic Efrain	kijtuhuan huan kej aki u kiljue mu naltlachia para ne ichan nej Evangelina mux hualnika campa u katka y alhuixon nu tlasi asuncion, kijtuhua umpa ujkon mu yikana no pues akijke tlaka yej mux yejuatl mu telpukahuan huan ne tlaniuik efrain	dice que como que alguien le dijo que volteara para alla en la casa de evangelina para aca donde esta el alberjon de tio asuncion, dice que ahi se van siguiendo, dice pues quienes son , eran tus hijos con efrain de alla abajo	quihtoa//nhi que//spa aquin//nhi oquilueh//nhi monaltlachiya//nhi para//spa ne//nhi ichan//nhi nen//nhi Evangelina//NE-Person mox//nhi ualnica//nhi campa//nhi nen//nhi campa//nhi ocatca//nhi ialuixon//nhi notlatzin//nhi Asuncion//NE-Person quihtoa//nhi ompa//nhi ohcon//nhi moyicanah//nhi no//spa pues//spa aquihqueh//nhi tlaca//nhi yeh//nhi mox//nhi yehuatl//nhi motelpocauan//nhi uan//nhi ne//nhi tlaniuic//nhi Efrain//NE-Person	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_840793.0-843866.0.wav	moyicanah quihtoa nen ocnimileh nin yas canin yasqueh	mu yikana, kijtua ni uk nimile nin yas kanin yaskeh	se van siguiendo, dice que penso, estos a donde van a ir	moyicanah//nhi quihtoa//nhi nen//nhi ocnimileh//nhi nin//nhi yas//nhi canin//nhi yasqueh//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_844815.0-855471.0.wav	uan mox oquinnaltzahtzileh otzitzicuinteuqueh para nepa ichan Evangelina tlaniuic uan tons cachi nepa omotochoto uan tlamo ne tlaniuic cachi ualehco ichan Doña Marisela ne ualnican	uan mux u kin naltsajtsile u tsitsikuinteujke para nepa ichan evangelina tlaniuik  uan tons kachi nepa u mu tochoto uan tlamo ne tlaniuik kachi hualejko ichan doña marisela hual nika	y esque les grito, y se fueron corriendo para la casa de evangelina abajo, y entonces ahi se agacharon y si no ya vene subiendo mas en casa de doña marisela para aca	uan//nhi mox//nhi oquinnaltzahtzileh//nhi otzitzicuinteuqueh//nhi para//spa nepa//nhi ichan//nhi Evangelina//NE-Person tlaniuic//nhi uan//nhi tons//spa cachi//nhi nepa//nhi omotochoto//nhi uan//nhi tlamo//nhi ne//nhi tlaniuic//nhi cachi//nhi ualehco//nhi ichan//nhi Doña//NE-Person Marisela//NE-Person ne//nhi ualnican//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_856474.0-865728.0.wav	ompa ualehco uan neh yeh yeh mox ompa catqui Marisela iuan Evangelina uan mox quihtoa nen quihtoa nen Marisela quihtoa ah mox quiluia Evangelina	umpa hualejko huan nej yi, ye mux umpa katki marisela ihuan evangelina uan mux kijtuhua ne, kijtuhua nen  marisela kijtuhua a mux kiljuia evangelina	dice que ahi viene subiendo y este ella esque ahi esta marisela con evangelina y esque dice la, dice marisela, dice a esue le dice a evangelina	ompa//nhi ualehco//nhi uan//nhi neh//nhi yeh//nhi yeh//nhi mox//nhi ompa//nhi catqui//nhi Marisela//NE-Person iuan//nhi Evangelina//NE-Person uan//nhi mox//nhi quihtoa//nhi nen//nhi quihtoa//nhi nen//nhi Marisela//NE-Person quihtoa//nhi ah//intj mox//nhi quiluia//nhi Evangelina//NE-Person	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_866324.0-876470.0.wav	nen cuali sechanquisas ne yi cateh in tlahcocuineh ah mox chanehqueh chanehqueh queni oquilueh quihtoa cuali se cha... chanquisas nen yi cateh in chanehqueh	nen kuali se chankisas,  ne yi katen tlajkukuine, a mux chanejke kenin ukiljue, kijtua kuali se cha, chankisas ne yi katen chanejke	esta bien salir de casa, ahi ya estan los que guardan, aesque los que viven o como le dijo, esta bien que salgamos de nuestras casas alla ya estan los que viven	nen//nhi cuali//nhi sechanquisas//nhi ne//nhi yi//nhi cateh//nhi in//nhi tlahcocuineh//nhi ah//intj mox//nhi chanehqueh//nhi chanehqueh//nhi queni//nhi oquilueh//nhi quihtoa//nhi cuali//nhi se//nhi cha...//nhi chanquisas//nhi nen//nhi yi//nhi cateh//nhi in//nhi chanehqueh//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_876682.0-886522.0.wav	yeh yen telpocameh ompa omotohtochoto quihtoa cachi occualaneh quihtoa tons queni tlenoh yi canasqueh in techan tons cachi oquinnaltzahtzileh pero amo ocniquiyah ualasqueh	yej yen telpukame umpa u mu tojtochoto, kijtua cachi u kualane kijtua tons tleno yi kanaske techa tons cachi u kin naltsajtsile pero amo uk nikia hualaske	y son los niños que ahi se fueron a esconder, dice que le dio mas coraje,dice que vana pensar que van a agarrar algo de la casa ajena pues les grito mas pero no querian venir	yeh//nhi yen//nhi telpocameh//nhi ompa//nhi omotohtochoto//nhi quihtoa//nhi cachi//nhi occualaneh//nhi quihtoa//nhi tons//spa queni//nhi tlenoh//nhi yi//nhi canasqueh//nhi in//nhi techan//nhi tons//spa cachi//nhi oquinnaltzahtzileh//nhi pero//spa amo//nhi ocniquiyah//nhi ualasqueh//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_887691.0-895104.0.wav	quihtoa este nen ohcon quinaltzahtzilihtoc quihtoa milauac cana como ica nin milauac nin tonaltzin	kijtua este nen kun ki naltsajtsilijtok kijto milak kana como ika nin milak ika nin tunaltsin	dice este , asi les esta gritando, dice deberas alomejor, como con este. deberas con este calor	quihtoa//nhi este//spa nen//nhi ohcon//nhi quinaltzahtzilihtoc//nhi quihtoa//nhi milauac//nhi cana//nhi como//spa ica//nhi nin//nhi milauac//nhi nin//nhi tonaltzin//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_895950.0-905310.0.wav	uan cani matlahchinoca uan milauac iuan nen ehecatl maoneua in tanto tlauaqui quihtoa yehuatl ocnimileh tons ica non nen	uan kani ma tlajchinuka, huan milak ihuan nen ejekatl ma unehua, tanto tlahuaki, kijtuhua yehuatl uk nimile tons ikanun nen	y quemen en un lado y deberas con el aire se va, de que esta muy seco, dice que eso es lo que penso entonces por eso	uan//nhi cani//nhi matlahchinoca//nhi uan//nhi milauac//nhi iuan//nhi nen//nhi ehecatl//nhi maoneua//nhi in//nhi tanto//nhi tlauaqui//nhi quihtoa//nhi yehuatl//nhi ocnimileh//nhi tons//nhi ica//nhi non//nhi nen//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_905902.0-909266.0.wav	quinnaltzahtzilitoya hasta ni... hasta para ver octlacamatqueh oualahqueh	kin najtsajtsilijtuya hasta ni hasta  paraver ok tlakamatkeh u hualajke	les hablo hasta  que hasta que le ovedecieron vinieron	quinnaltzahtzilitoya//nhi hasta//spa ni...//nhi hasta//spa para//spa ver//spa octlacamatqueh//nhi oualahqueh//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_910379.0-913052.0.wav	quihtoa oualahqueh oquintlauanteh uan yoyahqueh ica in couitl	kijtuhua u hualajke u kin tlahuante uan yu yajke ikan kuhuitl	dice que vinieron y ya les dio de comer y ya se fueron por la leña	quihtoa//nhi oualahqueh//nhi oquintlauanteh//nhi uan//nhi yoyahqueh//nhi ica//nhi in//nhi couitl//nhi	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_914400.0-917200.0.wav	uan quihtoa mox oyah icita yalua Omitlan	uan kijtua mux uyajka y cita yaljua Omitlan	y dice, habia ido a su cita ayer a omitlan	uan//nhi quihtoa//nhi mox//nhi oyah//nhi icita//nhi yalua//nhi Omitlan//NE-Place	train	ZWZ835
speaker1_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_917959.0-928947.0.wav	ompa nonotztoqueh mox yen nen, mox yen Ines aqui iuan ocse siuatl mox mononotztoqueh mox nen tiquita otlahchinolouac ne san paxtla para tlacuitlapan	umpa nu nunutstuke mux yen nej, mux yen Ines aki uhuan okse sihuatl mux mu nunutstuke mux ne ti kita u tlajchinuluhuak ne sanpaxtla para tlakutlapa	ahi estan habando creo este, ines y con otra señora, esque estan platicando que alla vez que se quemo.................... alla en atras	ompa//nhi nonotztoqueh//nhi mox//nhi yen//nhi nen,//nhi mox//nhi yen//nhi Ines//NE-Person aqui//nhi iuan//nhi ocse//nhi siuatl//nhi mox//nhi mononotztoqueh//nhi mox//nhi nen//nhi tiquita//nhi otlahchinolouac//nhi ne//nhi san//nhi paxtla//nhi para//spa tlacuitlapan//nhi	train	ZWZ835
